track_id,frame_start,frame_end,num_frames,apex_height_meters,total_distance_meters,duration_seconds,avg_speed_kmh,max_speed_kmh,avg_speed_mps,max_speed_mps,start_x,start_y,end_x,end_y,start_zone,end_zone,court_side,displacement_x,displacement_y,displacement_angle_deg,horizontal_direction,vertical_direction,poly_coef_a,poly_coef_b,poly_coef_c,trajectory_r2,num_bounces,crosses_net,in_service_box,net_clearance_pixels,shot_type,height_class,direction,stroke,spin,confidence,type_label,direction_label,stroke_label
0,27,44,18,0.33348918931488286,2.19613423513979,0.28361892430278884,27.088762064880314,31.388865467506903,7.524656129133421,8.719129296529696,930.3097516741066,343.14601789202,829.531248256138,343.3913316999163,back_center,back_center,unknown,-100.77850341796852,0.2453138078963093,179.86053158549325,straight,unknown,0.003351414472817205,-5.995641944080535,3018.1699934046246,0.777819320026617,2,False,False,0,drop_shot,,down_the_line,backhand,,0.672982962341423,drop_shot,down_the_line,backhand
4,158,181,24,0.8187855578060024,2.007299691173633,0.3837197211155378,18.538025338318143,33.30217280985563,5.149451482866151,9.250603558293228,895.3668683733258,344.9950823102677,980.3387259347096,307.46946890694744,back_center,back_center,unknown,84.97185756138379,-37.52561340332028,-23.82740486168178,straight,unknown,0.00986002771223785,-18.970065415969692,9427.987914909256,0.9952769965036643,0,False,False,0,drop_shot,,down_the_line,forehand,,0.7716159784588474,drop_shot,down_the_line,forehand
5,201,243,43,3.6285415097522025,5.55451506704394,0.700705577689243,28.30852839068471,55.90330553427224,7.863480108523531,15.52869598174229,1014.0896745954236,191.53586491176048,856.9913399832587,355.92476065499415,back_center,back_center,unknown,-157.09833461216488,164.38889574323366,133.70089148641546,straight,unknown,0.010254377624573482,-20.312490670113245,10235.547480679239,0.9971126272871756,2,False,False,0,groundstroke,,down_the_line,backhand,,0.8715725640110701,groundstroke,down_the_line,backhand
10,364,390,27,3.828695068953224,6.208339231348283,0.43377011952191236,51.150860618899756,66.34881977463345,14.208572394138821,18.43022771517596,933.9192208426339,164.94667576381133,1171.363047572545,356.52845110212036,back_center,back_center,unknown,237.44382672991105,191.58177533830903,38.898357267788185,cross_court_right,unknown,0.002032831424162355,-3.4688051210458273,1630.2298999358127,0.9997364318039206,0,False,False,0,groundstroke,,cross_court_right,serve,,0.8361117627648644,groundstroke,cross_court_right,serve
17,532,539,8,1.6192860513984615,1.633446369983582,0.11678426294820717,50.293620020447534,53.041385536170985,13.97045000567987,14.73371820449194,724.3083792550218,271.606742640904,734.7051164899556,352.63322579520076,back_center,back_center,unknown,10.396737234933767,81.02648315429678,82.68816956432461,straight,unknown,-0.148710218030365,224.21670580567456,-84110.32928111037,0.9922711394733706,0,False,False,0,groundstroke,,down_the_line,serve,,0.6572031060725576,groundstroke,down_the_line,serve
22,597,615,19,0.8431155574945893,1.976680787556225,0.300302390438247,22.070737893199425,31.446855447004374,6.130760525888729,8.735237624167882,1024.757918875558,351.1758728027342,1100.5932843889505,308.98771929059694,back_center,back_center,unknown,75.83536551339239,-42.18815351213726,-29.087729694455284,straight,unknown,0.0018672717065671897,-4.3089056993227475,2803.5207224400883,0.7765771771073533,2,False,False,0,drop_shot,,down_the_line,forehand,,0.6684120458220211,drop_shot,down_the_line,forehand
28,719,724,6,0.28802647633024087,0.8876350544257219,0.08341733067729083,36.28322061170632,37.281078067878795,10.078672392140644,10.355855018855221,609.314453125,673.4847412109375,567.9127502441406,687.8971252441406,mid_left,mid_left,unknown,-41.401702880859375,14.412384033203125,160.80643589437844,straight,unknown,0.0003292526492536246,-0.759845982942609,1013.9041931720461,0.9732976363098476,0,False,False,0,drop_shot,,down_the_line,backhand,,0.6315478281728516,drop_shot,down_the_line,backhand
29,729,735,7,2.1579254594803734,3.425057995179237,0.100100796812749,119.80843080818117,131.163105125835,33.280119668939214,36.434195868287496,710.3782156808034,557.9569065638949,843.3838936941964,449.9777692522322,mid_center,mid_center,unknown,133.0056780133931,-107.97913731166273,-39.071023484618294,straight,unknown,0.0005947581594039831,-1.7339905911115137,1489.5816633374204,0.9999505663829436,0,False,False,0,groundstroke,,down_the_line,backhand,,0.666421402087235,groundstroke,down_the_line,backhand
30,748,775,28,2.3967483998377377,4.673307221656486,0.4504535856573705,37.089250193428384,47.31765373750025,10.30256949817455,13.14379270486118,1025.597533307756,344.5496154785155,1194.0441144670756,224.62016034807482,back_center,back_center,unknown,168.44658115931952,-119.92945513044066,-35.44984792909986,straight,short,-0.007518172497543568,16.120717969947062,-8299.144854611677,0.9311158271454673,1,False,False,0,groundstroke,,down_the_line_short,forehand,,0.7881984617294107,groundstroke,down_the_line_short,forehand
34,851,875,25,2.65419401830756,5.873183179656015,0.400403187250996,52.33994452785591,70.82784711192093,14.538873479959975,19.67440197553359,774.5097656249999,469.48388410295723,533.184556361607,602.2955060686382,mid_center,mid_left,unknown,-241.32520926339294,132.811621965681,151.17412340827852,cross_court_left,unknown,-0.0035611610888043985,4.138468339585298,-603.1945896934933,0.9812997932005229,0,False,False,0,groundstroke,,cross_court_left,backhand,,0.7973258090574015,groundstroke,cross_court_left,backhand
37,896,903,8,1.9169671700225748,3.412458641622848,0.11678426294820717,103.1268458372456,109.93710165199828,28.646346065901554,30.538083792221745,583.5646737234932,541.606926182338,724.8163975306917,445.68495614188043,mid_left,mid_center,unknown,141.25172380719846,-95.92197004045761,-34.17984982343774,straight,unknown,8.115392369603256e-05,-0.7838300866816288,971.199791352324,0.9999574092701045,0,False,False,0,groundstroke,,down_the_line,backhand,,0.6757438715012034,groundstroke,down_the_line,backhand
