track_id,frame_start,frame_end,num_frames,apex_height_meters,total_distance_meters,duration_seconds,avg_speed_kmh,max_speed_kmh,avg_speed_mps,max_speed_mps,start_x,start_y,end_x,end_y,start_zone,end_zone,court_side,displacement_x,displacement_y,displacement_angle_deg,horizontal_direction,vertical_direction,poly_coef_a,poly_coef_b,poly_coef_c,trajectory_r2,num_bounces,crosses_net,in_service_box,net_clearance_pixels,shot_type,height_class,direction,stroke,spin,confidence,type_label,direction_label,stroke_label
0,27,44,18,0.75507988464316,4.972445398715785,0.28361892430278884,61.33386025824913,71.07007266105411,17.037183405069204,19.74168685029281,930.3097516741066,343.14601789202,829.531248256138,343.3913316999163,back_center,back_center,center,-100.77850341796852,0.2453138078963093,179.86053158549325,straight,unknown,0.003351414472817205,-5.995641944080535,3018.1699934046246,0.777819320026617,2,False,False,56.60866830008371,groundstroke,very_low,straight,backhand,slice,0.672982962341423,groundstroke,straight,backhand
4,158,181,24,1.8538786993538403,4.54488981297841,0.3837197211155378,41.973444664656164,75.40214678410354,11.659290184626713,20.94504077336209,895.3668683733258,344.9950823102677,980.3387259347096,307.46946890694744,back_center,back_center,center,84.97185756138379,-37.52561340332028,-23.827404861681746,straight,unknown,0.00986002771223785,-18.970065415969692,9427.987914909256,0.9952769965036643,0,False,False,92.53053109305256,down_the_line_groundstroke,medium,straight,forehand,slice,0.7716159784588474,down_the_line_groundstroke,straight,forehand
5,201,243,43,8.215674727673512,12.576427453881067,0.700705577689243,64.09563199205606,126.5752019749382,17.80434222001557,35.15977832637172,1014.0896745954236,191.53586491176048,856.9913399832587,355.92476065499415,back_center,back_center,center,-157.09833461216488,164.38889574323366,133.70089148641546,straight,deep,0.010254377624573482,-20.312490670113245,10235.547480679239,0.9971126272871756,2,False,False,44.075239345005855,lob,very_high,down_the_line_deep,backhand,slice,0.8715725640110701,lob,down_the_line_deep,backhand
10,364,390,27,8.66885861259317,14.056803701081357,0.43377011952191236,115.81480651550919,150.22573680592814,32.17077958764144,41.72937133498004,933.9192208426339,164.94667576381133,1171.363047572545,356.52845110212036,back_center,back_center,center,237.44382672991105,191.58177533830903,38.898357267788185,cross_court_right,deep,0.002032831424162355,-3.4688051210458273,1630.2298999358127,0.9997364318039206,0,False,False,43.47154889787964,lob,very_high,cross_court_right_deep,forehand,slice,0.8361117627648644,lob,cross_court_right_deep,forehand
17,532,539,8,3.666356703814334,3.6984182280446367,0.11678426294820717,113.87385864394399,120.09529710466693,31.631627401095553,33.359804751296366,724.3083792550218,271.606742640904,734.7051164899556,352.63322579520076,back_center,back_center,center,10.396737234933767,81.02648315429678,82.68816956432462,straight,unknown,-0.148710218030365,224.21670580567456,-84110.32928111037,0.9922711394733706,0,False,False,47.36677420479924,topspin_groundstroke,high,straight,backhand,topspin,0.6572031060725576,topspin_groundstroke,straight,backhand
22,597,615,19,1.9089662222686543,4.47556307330559,0.300302390438247,49.97214529389452,71.20137247055983,13.881151470526255,19.778159019599954,1024.757918875558,351.1758728027342,1100.5932843889505,308.98771929059694,back_center,back_center,center,75.83536551339239,-42.18815351213726,-29.08772969445522,straight,unknown,0.0018672717065671897,-4.3089056993227475,2803.5207224400883,0.7765771771073533,2,False,False,91.01228070940306,down_the_line_groundstroke,medium,straight,forehand,slice,0.6684120458220211,down_the_line_groundstroke,straight,forehand
28,719,724,6,0.6521440739005939,2.0097664211482353,0.08341733067729083,82.1517785636562,84.41110845211502,22.819938489904498,23.447530125587505,609.314453125,673.4847412109375,567.9127502441406,687.8971252441406,mid_left,mid_left,left,-41.401702880859375,14.412384033203125,160.80643589437844,straight,unknown,0.0003292526492536246,-0.759845982942609,1013.9041931720461,0.9732976363098476,0,False,False,287.8971252441406,groundstroke,very_low,straight,backhand,flat,0.6315478281728516,groundstroke,straight,backhand
29,729,735,7,4.8859338150073635,7.754951221084915,0.100100796812749,247.62272180288855,252.0,68.78408938969126,70.0,710.3782156808034,557.9569065638949,843.3838936941964,449.9777692522322,mid_center,mid_center,center,133.0056780133931,-107.97913731166273,-39.07102348461834,straight,unknown,0.0005947581594039831,-1.7339905911115137,1489.5816633374204,0.9999505663829436,0,False,False,49.97776925223218,groundstroke,very_high,straight,backhand,flat,0.666421402087235,groundstroke,straight,backhand
30,748,775,28,5.426672177847993,10.58121339729122,0.4504535856573705,83.97677542438228,107.13573234291974,23.326882062328412,29.759925650811038,1025.597533307756,344.5496154785155,1194.0441144670756,224.62016034807482,back_center,back_center,center,168.44658115931952,-119.92945513044066,-35.449847929099846,straight,short,-0.007518172497543568,16.120717969947062,-8299.144854611677,0.9311158271454673,1,False,False,175.37983965192518,lob,very_high,down_the_line_short,forehand,topspin,0.7881984617294107,lob,down_the_line_short,forehand
34,851,875,25,6.009575654555702,13.297949738321247,0.400403187250996,118.50710770419303,160.36706538122843,32.91864102894251,44.54640705034123,774.5097656249999,469.48388410295723,533.184556361607,602.2955060686382,mid_center,mid_left,center,-241.32520926339294,132.811621965681,151.17412340827852,cross_court_left,deep,-0.0035611610888043985,4.138468339585298,-603.1945896934933,0.9812997932005229,0,False,False,202.29550606863825,lob,very_high,cross_court_left_deep,backhand,topspin,0.7973258090574015,lob,cross_court_left_deep,backhand
