track_id,frame_start,frame_end,num_frames,apex_height_meters,total_distance_meters,duration_seconds,avg_speed_kmh,max_speed_kmh,avg_speed_mps,max_speed_mps,start_x,start_y,end_x,end_y,start_zone,end_zone,court_side,displacement_x,displacement_y,displacement_angle_deg,horizontal_direction,vertical_direction,poly_coef_a,poly_coef_b,poly_coef_c,trajectory_r2,num_bounces,crosses_net,in_service_box,net_clearance_pixels,shot_type,height_class,direction,stroke,spin,confidence,type_label,direction_label,stroke_label
0,27,44,18,0.7173402930508127,4.9758272132574835,0.28361892430278884,61.03893090439723,68.97305485457015,16.955258584554787,19.159181904047262,930.3364144461494,342.60933576311385,829.1310320172989,342.5170357840404,back_center,back_center,center,-101.2053824288505,-0.09229997907345933,-179.94774588409317,straight,unknown,0.0029578150845607377,-5.29310959627468,2705.0831478137393,0.7497950638963122,2,False,False,57.48296421595961,groundstroke,very_low,straight,backhand,slice,0.6710223337158114,groundstroke,straight,backhand
4,200,220,21,0.9133725403660573,3.3715114635260908,0.33366932270916333,35.18533507708284,48.63590074769386,9.773704188078566,13.50997242991496,1013.7572065080908,194.27295880998878,965.7796351841517,183.13815220424092,back_center,back_center,center,-47.97757132393906,-11.134806605747855,-166.93390470017525,straight,unknown,0.013967538196153598,-27.62533696017702,13833.466955809212,0.4711866746778822,3,False,False,216.86184779575908,drop_shot,very_low,straight,backhand,slice,0.7458754140393061,drop_shot,straight,backhand
14,532,539,8,3.6771203147725475,3.7097405235632412,0.11678426294820717,113.70237271908893,118.57530791131462,31.583992421969146,32.93758553092073,724.7073460170199,271.0990587506974,735.1102678571425,352.3634177071707,back_center,back_center,center,10.402921840122644,81.2643589564733,82.70505180777816,straight,unknown,-0.25694292059816104,382.45167655808183,-141944.0824434502,0.9939086985703247,0,False,False,47.6365822928293,topspin_groundstroke,high,straight,backhand,topspin,0.6525542866099934,topspin_groundstroke,straight,backhand
17,597,615,19,1.9318771904795513,4.479105434883719,0.300302390438247,49.964556680906036,67.99526163872564,13.879043522473898,18.887572677423787,1025.2177045549658,351.3449955531528,1100.4691406250004,308.6505096435547,back_center,back_center,center,75.25143607003452,-42.694485909598086,-29.568745498761086,straight,unknown,0.0017033044699183318,-3.9602001667162474,2617.922602585695,0.776477693554097,2,False,False,91.3494903564453,down_the_line_groundstroke,medium,straight,forehand,slice,0.6686250716413094,down_the_line_groundstroke,straight,forehand
22,661,673,13,2.72816995967182,4.627658738660433,0.200201593625498,83.16090143659184,102.75015745994659,23.100250399053287,28.54171040554072,1061.9269496372763,187.27405308314727,979.9859305245533,247.56660919189449,back_center,back_center,center,-81.94101911272298,60.29255610874722,143.6542045447595,straight,unknown,0.0031941210224911074,-7.261424074436945,4296.343234417912,0.9997610712286151,0,False,False,152.43339080810551,down_the_line_groundstroke,medium,straight,backhand,slice,0.743477071693569,down_the_line_groundstroke,straight,backhand
30,729,735,7,4.876976402790689,7.759109153397138,0.100100796812749,247.64539210323957,252.0,68.79038669534432,70.0,710.0395664760041,557.6187090192522,843.3278006417407,449.83753051757793,mid_center,mid_center,center,133.28823416573664,-107.78117850167422,-38.96012468667799,straight,unknown,0.0005652417106487864,-1.6824471856841003,1467.0256084993027,0.9999319085356912,0,False,False,49.83753051757793,groundstroke,very_high,straight,backhand,flat,0.6673799230696607,groundstroke,straight,backhand
31,747,753,7,0.8997602505921192,2.7313464131967105,0.100100796812749,95.19662976550461,97.27471405339496,26.443508268195725,27.02075390372082,1015.1633370535716,349.7475367954798,1071.9474661690842,329.86283525739395,back_center,back_center,center,56.784129115512656,-19.884701538085835,-19.299265086945592,straight,unknown,0.0026268316549310734,-5.826421375253343,3557.222904666589,0.9989757232674676,0,False,False,70.13716474260605,groundstroke,very_low,straight,forehand,slice,0.6540267968391456,groundstroke,straight,forehand
32,810,816,7,0.9514184223118347,2.253271494024596,0.100100796812749,77.88218902593063,83.90176188662132,21.633941396091842,23.30604496850592,1133.9213448660712,214.45393589564722,1088.9118181501117,235.48028302873877,back_center,back_center,center,-45.00952671595951,21.026347133091548,154.9602168441487,straight,unknown,0.0028334985346048715,-6.756751602007235,4233.084901968455,0.9986686623611166,0,False,False,164.51971697126123,groundstroke,very_low,straight,backhand,slice,0.6403126731134269,groundstroke,straight,backhand
33,851,874,24,6.115549039440006,12.951309945540833,0.3837197211155378,121.2288072632557,161.08902323336983,33.674668684237695,44.74695089815828,776.2741237095424,466.00557730538475,544.1467163085937,601.1592110770089,mid_center,mid_left,center,-232.12740740094875,135.15363377162413,149.79036619717002,cross_court_left,deep,-0.003773958234962261,4.417899485401724,-694.7884266997737,0.9836512910273079,0,False,False,201.15921107700888,lob,very_high,cross_court_left_deep,backhand,topspin,0.8005908867500315,lob,cross_court_left_deep,backhand
35,896,903,8,4.2022841785827785,7.5810973543624645,0.11678426294820717,230.30073996634349,240.78633400753995,63.972427768428744,66.88509277987221,584.5675946916851,539.1996407645087,723.9950282505579,446.32916041782926,mid_left,mid_center,left,139.42743355887274,-92.87048034667941,-33.66697688193848,straight,unknown,0.0001358065405313095,-0.8391605492843136,983.092848872063,0.9999070645626158,0,False,False,46.32916041782926,topspin_groundstroke,high,straight,backhand,flat,0.6798662205870669,topspin_groundstroke,straight,backhand
