track_id,frame_start,frame_end,num_frames,apex_height_meters,total_distance_meters,duration_seconds,avg_speed_kmh,max_speed_kmh,avg_speed_mps,max_speed_mps,start_x,start_y,end_x,end_y,start_zone,end_zone,court_side,displacement_x,displacement_y,displacement_angle_deg,horizontal_direction,vertical_direction,poly_coef_a,poly_coef_b,poly_coef_c,trajectory_r2,num_bounces,crosses_net,in_service_box,net_clearance_pixels,shot_type,height_class,direction,stroke,spin,confidence
0,47,57,10,9.294116761703137,12.684104494849961,0.41707416462917685,107.80927608552409,246.84832514890672,29.947021134867803,68.56897920802965,512.2068481445312,172.39676666259766,435.90702342291866,377.79674709623697,mid_center,front_center,center,-76.2998247216126,205.3999804336393,110.3784951117627,straight,deep,-0.01624061957825174,12.714852975348858,-2081.378555331645,0.9850703655373472,4,False,False,221.79674709623697,lob,very_high,down_the_line_deep,forehand,topspin,0.7
0,47,58,11,10.077253271596113,13.530703195052364,0.4587815810920945,104.6515838083244,246.84832514890672,29.06988439120122,68.56897920802965,512.2068481445312,172.39676666259766,428.7996632148019,395.1040639648718,mid_center,front_center,center,-83.40718492972934,222.70729730227413,110.5316701655096,straight,deep,-0.01361954280903357,10.19745840654275,-1478.2370839692073,0.9863434271707833,4,False,False,239.10406396487178,high_lob,extremely_high,down_the_line_deep,forehand,topspin,0.7
2,62,71,10,5.639098166664552,5.8024750937229,0.37536674816625915,56.17148883029833,75.58527949360409,15.603191341749536,20.99591097044558,443.65460205078125,270.89801025390625,473.39418756178543,146.27394077061965,mid_center,back_center,center,29.73958551100418,-124.6240694832866,-76.57827335134024,straight,short,-0.007386284993472418,2.4707877347030336,630.0400319901407,0.9972747674709735,0,True,True,9.726059229380354,lob,high,down_the_line_short,forehand,topspin,0.7
2,62,72,11,6.1639900087364214,6.342337711252398,0.41707416462917685,55.30122229969617,75.58527949360409,15.361450638804492,20.99591097044558,443.65460205078125,270.89801025390625,476.1844121134813,134.67383106083133,mid_center,back_center,center,32.52981006270005,-136.22417919307492,-76.56950321493507,straight,short,-0.002705045553994753,-1.7986969230912588,1603.1818572403163,0.9976305635310011,0,True,True,21.326168939168667,lob,very_high,down_the_line_short,forehand,topspin,0.7
2,62,73,12,6.688881850808292,6.882200328781898,0.4587815810920945,54.576000190861066,75.58527949360409,15.160000053016963,20.99591097044558,443.65460205078125,270.89801025390625,478.9746366651772,123.073721351043,mid_center,back_center,center,35.32003461439592,-147.82428890286326,-76.56211000185903,straight,short,-0.000129606964799433,-4.153369328504796,2141.1731701815434,0.9980127536309138,0,True,True,32.926278648956995,lob,very_high,down_the_line_short,forehand,flat,0.7
2,62,74,13,7.213773692880161,7.422062946311397,0.5004889975550122,53.962350714154425,75.58527949360409,14.989541865042895,20.99591097044558,443.65460205078125,270.89801025390625,481.76486121687304,111.47361164125468,mid_center,back_center,center,38.110259166091794,-159.42439861265157,-76.55579304652825,straight,short,0.001263786574401257,-5.430482390241123,2433.6750313737375,0.9983516851839237,0,True,True,44.52638835874532,lob,very_high,down_the_line_short,forehand,slice,0.7
4,76,88,10,1.5019336792939624,2.564362673800888,0.5004889975550122,22.435818065322213,65.23767113391771,6.232171684811726,18.121575314977143,478.97080993652344,149.98978424072266,474.67794868734563,136.32166680774554,back_center,back_center,center,-4.292861249177804,-13.668117432977112,-107.43638038692748,straight,unknown,-4.820292559812815,4602.78469282347,-1098604.2441738825,0.7216916294280491,2,False,True,19.678333192254456,drop_shot,very_low,straight,backhand,topspin,0.7
4,76,89,11,1.8376746848336678,2.9012958797484196,0.5421964140179298,22.52581182426619,65.23767113391771,6.257169951185052,18.121575314977143,478.97080993652344,149.98978424072266,474.0521000717717,128.90179058531805,back_center,back_center,center,-4.918709864751747,-21.087993655404603,-103.12932750177124,straight,unknown,-3.0150872612073227,2880.4049809476337,-687770.1793197185,0.8029149013728829,2,False,True,27.098209414681946,slice,low,straight,backhand,topspin,0.7
4,76,90,12,2.1312905071653008,3.1968386133301667,0.5839038304808476,22.625372753582777,65.23767113391771,6.284825764884105,18.121575314977143,478.97080993652344,149.98978424072266,473.3074723091858,122.41288091178896,back_center,back_center,center,-5.663337627337626,-27.576903328933696,-101.60520802655384,straight,unknown,-1.7604147803950376,1683.9395023124305,-402534.6440052846,0.8495172745398981,2,False,True,33.58711908821104,down_the_line_groundstroke,medium_low,straight,backhand,topspin,0.7
4,76,91,13,2.424906329496934,3.492381346911914,0.6256112469437652,22.84726281725975,65.23767113391771,6.346461893683264,18.121575314977143,478.97080993652344,149.98978424072266,472.56284454659993,115.92397123825987,back_center,back_center,center,-6.407965389923504,-34.06581300246279,-100.6531636818166,straight,unknown,-1.1052643096502055,1059.4696136936748,-253730.81669619252,0.8845192341672519,2,False,True,40.07602876174013,down_the_line_groundstroke,medium_low,straight,backhand,topspin,0.7
